path,label
data/raw/Chronic Otitis Media/com (54).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (257).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (473).jpg,Myringosclerosis
data/raw/Normal/norm (431).jpg,Normal
data/raw/Cerumen Impaction/ci (335).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (415).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (253).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (242).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (169).jpg,Cerumen Impaction
data/raw/Normal/norm (417).jpg,Normal
data/raw/Myringosclerosis/mys (369).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (536).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (85).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (210).jpg,Cerumen Impaction
data/raw/Normal/norm (514).jpg,Normal
data/raw/Acute Otitis Media/aom (422).jpg,Acute Otitis Media
data/raw/Normal/norm (154).jpg,Normal
data/raw/Chronic Otitis Media/com (119).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (227).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (491).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (559).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (63).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (172).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (149).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (508).jpg,Chronic Otitis Media
data/raw/Normal/norm (225).jpg,Normal
data/raw/Chronic Otitis Media/com (13).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (571).jpg,Cerumen Impaction
data/raw/Normal/norm (24).jpg,Normal
data/raw/Myringosclerosis/mys (508).jpg,Myringosclerosis
data/raw/Normal/norm (249).jpg,Normal
data/raw/Cerumen Impaction/ci (66).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (68).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (406).jpg,Acute Otitis Media
data/raw/Normal/norm (587).jpg,Normal
data/raw/Normal/norm (115).jpg,Normal
data/raw/Myringosclerosis/mys (402).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (43).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (330).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (10).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (143).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (80).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (575).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (40).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (268).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (375).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (185).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (159).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (561).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (81).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (527).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (430).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (309).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (58).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (238).jpg,Chronic Otitis Media
data/raw/Normal/norm (546).jpg,Normal
data/raw/Cerumen Impaction/ci (405).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (385).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (236).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (150).jpg,Cerumen Impaction
data/raw/Normal/norm (313).jpg,Normal
data/raw/Acute Otitis Media/aom (487).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (517).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (404).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (433).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (69).jpg,Myringosclerosis
data/raw/Normal/norm (21).jpg,Normal
data/raw/Normal/norm (109).jpg,Normal
data/raw/Chronic Otitis Media/com (14).jpg,Chronic Otitis Media
data/raw/Normal/norm (120).jpg,Normal
data/raw/Acute Otitis Media/aom (296).jpg,Acute Otitis Media
data/raw/Normal/norm (11).jpg,Normal
data/raw/Acute Otitis Media/aom (73).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (561).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (286).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (534).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (100).jpg,Acute Otitis Media
data/raw/Normal/norm (487).jpg,Normal
data/raw/Normal/norm (512).jpg,Normal
data/raw/Myringosclerosis/mys (329).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (221).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (167).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (148).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (511).jpg,Cerumen Impaction
data/raw/Normal/norm (355).jpg,Normal
data/raw/Myringosclerosis/mys (529).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (104).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (224).jpg,Chronic Otitis Media
data/raw/Normal/norm (574).jpg,Normal
data/raw/Acute Otitis Media/aom (308).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (227).jpg,Cerumen Impaction
data/raw/Normal/norm (418).jpg,Normal
data/raw/Myringosclerosis/mys (320).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (244).jpg,Acute Otitis Media
data/raw/Normal/norm (166).jpg,Normal
data/raw/Normal/norm (290).jpg,Normal
data/raw/Acute Otitis Media/aom (67).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (173).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (190).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (254).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (452).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (385).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (215).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (459).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (161).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (26).jpg,Cerumen Impaction
data/raw/Normal/norm (470).jpg,Normal
data/raw/Myringosclerosis/mys (67).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (294).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (288).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (430).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (440).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (424).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (484).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (399).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (81).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (482).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (10).jpg,Acute Otitis Media
data/raw/Normal/norm (583).jpg,Normal
data/raw/Chronic Otitis Media/com (594).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (273).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (255).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (427).jpg,Chronic Otitis Media
data/raw/Normal/norm (218).jpg,Normal
data/raw/Normal/norm (103).jpg,Normal
data/raw/Chronic Otitis Media/com (50).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (240).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (398).jpg,Acute Otitis Media
data/raw/Normal/norm (171).jpg,Normal
data/raw/Cerumen Impaction/ci (75).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (502).jpg,Cerumen Impaction
data/raw/Normal/norm (117).jpg,Normal
data/raw/Chronic Otitis Media/com (169).jpg,Chronic Otitis Media
data/raw/Normal/norm (121).jpg,Normal
data/raw/Acute Otitis Media/aom (356).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (18).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (271).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (467).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (14).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (251).jpg,Chronic Otitis Media
data/raw/Normal/norm (567).jpg,Normal
data/raw/Acute Otitis Media/aom (560).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (555).jpg,Cerumen Impaction
data/raw/Normal/norm (398).jpg,Normal
data/raw/Chronic Otitis Media/com (440).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (571).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (455).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (418).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (280).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (351).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (135).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (326).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (214).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (179).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (123).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (361).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (96).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (85).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (252).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (525).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (347).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (489).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (306).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (536).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (401).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (420).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (590).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (453).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (373).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (481).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (577).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (521).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (146).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (451).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (482).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (550).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (395).jpg,Acute Otitis Media
data/raw/Normal/norm (561).jpg,Normal
data/raw/Acute Otitis Media/aom (372).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (492).jpg,Cerumen Impaction
data/raw/Normal/norm (169).jpg,Normal
data/raw/Acute Otitis Media/aom (49).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (529).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (366).jpg,Cerumen Impaction
data/raw/Normal/norm (596).jpg,Normal
data/raw/Cerumen Impaction/ci (73).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (520).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (334).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (146).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (405).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (589).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (325).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (21).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (250).jpg,Acute Otitis Media
data/raw/Normal/norm (279).jpg,Normal
data/raw/Acute Otitis Media/aom (445).jpg,Acute Otitis Media
data/raw/Normal/norm (358).jpg,Normal
data/raw/Myringosclerosis/mys (252).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (552).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (74).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (13).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (167).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (164).jpg,Chronic Otitis Media
data/raw/Normal/norm (513).jpg,Normal
data/raw/Normal/norm (155).jpg,Normal
data/raw/Normal/norm (324).jpg,Normal
data/raw/Acute Otitis Media/aom (433).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (167).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (174).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (394).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (34).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (481).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (392).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (584).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (246).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (327).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (82).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (208).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (269).jpg,Cerumen Impaction
data/raw/Normal/norm (303).jpg,Normal
data/raw/Normal/norm (285).jpg,Normal
data/raw/Normal/norm (401).jpg,Normal
data/raw/Acute Otitis Media/aom (65).jpg,Acute Otitis Media
data/raw/Normal/norm (436).jpg,Normal
data/raw/Cerumen Impaction/ci (445).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (402).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (390).jpg,Cerumen Impaction
data/raw/Normal/norm (186).jpg,Normal
data/raw/Myringosclerosis/mys (101).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (540).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (424).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (399).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (514).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (575).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (207).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (416).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (476).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (48).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (574).jpg,Myringosclerosis
data/raw/Normal/norm (475).jpg,Normal
data/raw/Acute Otitis Media/aom (203).jpg,Acute Otitis Media
data/raw/Normal/norm (198).jpg,Normal
data/raw/Myringosclerosis/mys (453).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (372).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (155).jpg,Acute Otitis Media
data/raw/Normal/norm (387).jpg,Normal
data/raw/Cerumen Impaction/ci (4).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (486).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (593).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (320).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (234).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (98).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (168).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (268).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (377).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (587).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (152).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (581).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (368).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (164).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (33).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (52).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (483).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (276).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (526).jpg,Myringosclerosis
data/raw/Normal/norm (34).jpg,Normal
data/raw/Chronic Otitis Media/com (457).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (468).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (124).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (93).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (468).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (170).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (552).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (457).jpg,Myringosclerosis
data/raw/Normal/norm (458).jpg,Normal
data/raw/Myringosclerosis/mys (131).jpg,Myringosclerosis
data/raw/Normal/norm (266).jpg,Normal
data/raw/Cerumen Impaction/ci (562).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (370).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (209).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (272).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (247).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (61).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (441).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (171).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (509).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (547).jpg,Chronic Otitis Media
data/raw/Normal/norm (185).jpg,Normal
data/raw/Acute Otitis Media/aom (316).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (38).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (307).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (133).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (322).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (180).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (581).jpg,Cerumen Impaction
data/raw/Normal/norm (497).jpg,Normal
data/raw/Chronic Otitis Media/com (519).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (234).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (192).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (314).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (380).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (367).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (77).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (400).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (333).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (382).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (278).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (313).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (103).jpg,Acute Otitis Media
data/raw/Normal/norm (104).jpg,Normal
data/raw/Acute Otitis Media/aom (197).jpg,Acute Otitis Media
data/raw/Normal/norm (272).jpg,Normal
data/raw/Cerumen Impaction/ci (59).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (550).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (400).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (328).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (17).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (374).jpg,Chronic Otitis Media
data/raw/Normal/norm (361).jpg,Normal
data/raw/Cerumen Impaction/ci (100).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (377).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (160).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (572).jpg,Chronic Otitis Media
data/raw/Normal/norm (35).jpg,Normal
data/raw/Normal/norm (410).jpg,Normal
data/raw/Chronic Otitis Media/com (387).jpg,Chronic Otitis Media
data/raw/Normal/norm (489).jpg,Normal
data/raw/Acute Otitis Media/aom (587).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (150).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (548).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (438).jpg,Cerumen Impaction
data/raw/Normal/norm (142).jpg,Normal
data/raw/Cerumen Impaction/ci (371).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (462).jpg,Cerumen Impaction
data/raw/Normal/norm (504).jpg,Normal
data/raw/Normal/norm (397).jpg,Normal
data/raw/Cerumen Impaction/ci (483).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (588).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (247).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (206).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (470).jpg,Myringosclerosis
data/raw/Normal/norm (428).jpg,Normal
data/raw/Cerumen Impaction/ci (49).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (143).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (200).jpg,Cerumen Impaction
data/raw/Normal/norm (260).jpg,Normal
data/raw/Cerumen Impaction/ci (500).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (505).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (540).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (218).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (90).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (92).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (133).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (151).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (281).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (594).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (47).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (442).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (149).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (216).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (18).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (358).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (276).jpg,Acute Otitis Media
data/raw/Normal/norm (111).jpg,Normal
data/raw/Myringosclerosis/mys (505).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (76).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (582).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (249).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (74).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (1).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (381).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (489).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (431).jpg,Cerumen Impaction
data/raw/Normal/norm (449).jpg,Normal
data/raw/Cerumen Impaction/ci (63).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (171).jpg,Myringosclerosis
data/raw/Normal/norm (173).jpg,Normal
data/raw/Cerumen Impaction/ci (521).jpg,Cerumen Impaction
data/raw/Normal/norm (364).jpg,Normal
data/raw/Acute Otitis Media/aom (79).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (106).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (62).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (538).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (268).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (262).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (353).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (29).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (136).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (118).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (77).jpg,Acute Otitis Media
data/raw/Normal/norm (448).jpg,Normal
data/raw/Myringosclerosis/mys (552).jpg,Myringosclerosis
data/raw/Normal/norm (203).jpg,Normal
data/raw/Cerumen Impaction/ci (23).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (274).jpg,Chronic Otitis Media
data/raw/Normal/norm (442).jpg,Normal
data/raw/Chronic Otitis Media/com (228).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (534).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (135).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (425).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (531).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (94).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (97).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (206).jpg,Acute Otitis Media
data/raw/Normal/norm (400).jpg,Normal
data/raw/Myringosclerosis/mys (351).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (139).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (573).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (590).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (376).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (121).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (208).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (319).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (266).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (395).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (599).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (311).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (239).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (57).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (389).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (347).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (568).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (485).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (299).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (197).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (218).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (532).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (72).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (384).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (404).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (429).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (511).jpg,Chronic Otitis Media
data/raw/Normal/norm (354).jpg,Normal
data/raw/Cerumen Impaction/ci (569).jpg,Cerumen Impaction
data/raw/Normal/norm (424).jpg,Normal
data/raw/Myringosclerosis/mys (290).jpg,Myringosclerosis
data/raw/Normal/norm (295).jpg,Normal
data/raw/Normal/norm (366).jpg,Normal
data/raw/Chronic Otitis Media/com (76).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (537).jpg,Acute Otitis Media
